
Minimum time:  301	(0.109767 ms)

Test #		Time
925:		320	(0.116695 ms)
926:		418	(0.152433 ms)
927:		314	(0.114507 ms)
928:		318	(0.115966 ms)
929:		316	(0.115237 ms)
930:		429	(0.156445 ms)
931:		310	(0.113049 ms)
932:		310	(0.113049 ms)
933:		308	(0.112319 ms)
934:		463	(0.168844 ms)
935:		314	(0.114507 ms)
936:		319	(0.116331 ms)
937:		313	(0.114143 ms)
938:		421	(0.153527 ms)
939:		313	(0.114143 ms)
940:		304	(0.110861 ms)
941:		304	(0.110861 ms)
942:		410	(0.149516 ms)
943:		318	(0.115966 ms)
944:		304	(0.110861 ms)
945:		304	(0.110861 ms)
946:		413	(0.15061 ms)
947:		313	(0.114143 ms)
948:		316	(0.115237 ms)
949:		303	(0.110496 ms)
950:		510	(0.185983 ms)
951:		316	(0.115237 ms)
952:		306	(0.11159 ms)
953:		305	(0.111225 ms)
954:		410	(0.149516 ms)
955:		309	(0.112684 ms)
956:		317	(0.115601 ms)
957:		304	(0.110861 ms)
958:		418	(0.152433 ms)
959:		304	(0.110861 ms)
960:		315	(0.114872 ms)
961:		312	(0.113778 ms)
962:		423	(0.154257 ms)
963:		315	(0.114872 ms)
964:		317	(0.115601 ms)
965:		309	(0.112684 ms)
966:		425	(0.154986 ms)
967:		313	(0.114143 ms)
968:		308	(0.112319 ms)
969:		314	(0.114507 ms)
970:		418	(0.152433 ms)
971:		310	(0.113049 ms)
972:		373	(0.136023 ms)
973:		440	(0.160456 ms)
974:		469	(0.171032 ms)
975:		336	(0.12253 ms)
976:		343	(0.125083 ms)
977:		446	(0.162644 ms)
978:		580	(0.21151 ms)
979:		379	(0.138211 ms)
980:		326	(0.118883 ms)
981:		323	(0.117789 ms)
982:		312	(0.113778 ms)
983:		321	(0.11706 ms)
984:		416	(0.151704 ms)
985:		382	(0.139305 ms)
986:		319	(0.116331 ms)
987:		318	(0.115966 ms)
988:		373	(0.136023 ms)
989:		357	(0.130188 ms)
990:		318	(0.115966 ms)
991:		316	(0.115237 ms)
992:		309	(0.112684 ms)
993:		320	(0.116695 ms)
994:		314	(0.114507 ms)
995:		304	(0.110861 ms)
996:		318	(0.115966 ms)
997:		313	(0.114143 ms)
998:		311	(0.113413 ms)
999:		317	(0.115601 ms)
1000:		303	(0.110496 ms)
1001:		423	(0.154257 ms)
1002:		316	(0.115237 ms)
1003:		316	(0.115237 ms)
1004:		305	(0.111225 ms)
1005:		315	(0.114872 ms)
1006:		317	(0.115601 ms)
1007:		320	(0.116695 ms)
1008:		319	(0.116331 ms)
1009:		428	(0.15608 ms)
1010:		308	(0.112319 ms)
1011:		315	(0.114872 ms)
1012:		314	(0.114507 ms)
1013:		306	(0.11159 ms)
1014:		303	(0.110496 ms)
1015:		312	(0.113778 ms)
1016:		303	(0.110496 ms)
1017:		314	(0.114507 ms)
1018:		468	(0.170667 ms)
1019:		315	(0.114872 ms)
1020:		314	(0.114507 ms)
1021:		317	(0.115601 ms)
1022:		422	(0.153892 ms)
1023:		307	(0.111955 ms)
1024:		315	(0.114872 ms)
1025:		308	(0.112319 ms)
1026:		439	(0.160091 ms)
1027:		342	(0.124718 ms)
1028:		368	(0.1342 ms)
1029:		310	(0.113049 ms)
1030:		316	(0.115237 ms)
1031:		313	(0.114143 ms)
1032:		318	(0.115966 ms)
1033:		302	(0.110131 ms)
1034:		320	(0.116695 ms)
1035:		312	(0.113778 ms)
1036:		311	(0.113413 ms)
1037:		303	(0.110496 ms)
1038:		314	(0.114507 ms)
1039:		309	(0.112684 ms)
1040:		304	(0.110861 ms)
1041:		303	(0.110496 ms)
1042:		303	(0.110496 ms)
1043:		312	(0.113778 ms)
1044:		318	(0.115966 ms)
1045:		317	(0.115601 ms)
1046:		313	(0.114143 ms)
1047:		315	(0.114872 ms)
1048:		306	(0.11159 ms)
1049:		303	(0.110496 ms)
1050:		304	(0.110861 ms)
1051:		315	(0.114872 ms)
1052:		315	(0.114872 ms)
1053:		307	(0.111955 ms)
1054:		434	(0.158268 ms)
1055:		554	(0.202029 ms)
1056:		355	(0.129459 ms)
1057:		344	(0.125447 ms)
1058:		333	(0.121436 ms)
1059:		428	(0.15608 ms)
1060:		329	(0.119977 ms)
1061:		321	(0.11706 ms)
1062:		326	(0.118883 ms)
1063:		428	(0.15608 ms)
1064:		319	(0.116331 ms)
1065:		327	(0.119248 ms)
1066:		323	(0.117789 ms)
1067:		430	(0.156809 ms)
1068:		323	(0.117789 ms)
1069:		317	(0.115601 ms)
1070:		325	(0.118519 ms)
1071:		429	(0.156445 ms)
1072:		312	(0.113778 ms)
1073:		323	(0.117789 ms)
1074:		317	(0.115601 ms)
1075:		417	(0.152069 ms)
1076:		317	(0.115601 ms)
1077:		319	(0.116331 ms)
1078:		306	(0.11159 ms)
1079:		412	(0.150245 ms)
1080:		306	(0.11159 ms)
1081:		320	(0.116695 ms)
1082:		305	(0.111225 ms)
1083:		469	(0.171032 ms)
1084:		305	(0.111225 ms)
1085:		306	(0.11159 ms)
1086:		319	(0.116331 ms)
1087:		423	(0.154257 ms)
1088:		309	(0.112684 ms)
1089:		313	(0.114143 ms)
1090:		305	(0.111225 ms)
1091:		416	(0.151704 ms)
1092:		318	(0.115966 ms)
1093:		320	(0.116695 ms)
1094:		305	(0.111225 ms)
1095:		413	(0.15061 ms)
1096:		319	(0.116331 ms)
1097:		320	(0.116695 ms)
1098:		319	(0.116331 ms)
1099:		420	(0.153163 ms)
1100:		319	(0.116331 ms)
1101:		319	(0.116331 ms)
1102:		313	(0.114143 ms)
1103:		416	(0.151704 ms)
1104:		305	(0.111225 ms)
1105:		318	(0.115966 ms)
1106:		318	(0.115966 ms)
1107:		417	(0.152069 ms)
1108:		313	(0.114143 ms)
1109:		316	(0.115237 ms)
1110:		317	(0.115601 ms)
1111:		417	(0.152069 ms)
1112:		306	(0.11159 ms)
1113:		415	(0.151339 ms)
1114:		316	(0.115237 ms)
1115:		422	(0.153892 ms)
1116:		319	(0.116331 ms)
1117:		317	(0.115601 ms)
1118:		316	(0.115237 ms)
1119:		421	(0.153527 ms)
1120:		316	(0.115237 ms)
1121:		317	(0.115601 ms)
1122:		316	(0.115237 ms)
1123:		468	(0.170667 ms)
1124:		315	(0.114872 ms)
1125:		304	(0.110861 ms)
1126:		316	(0.115237 ms)
1127:		411	(0.149881 ms)
1128:		317	(0.115601 ms)
1129:		315	(0.114872 ms)
1130:		304	(0.110861 ms)
1131:		415	(0.151339 ms)
1132:		320	(0.116695 ms)
1133:		428	(0.15608 ms)
1134:		448	(0.163373 ms)
1135:		395	(0.144046 ms)
1136:		336	(0.12253 ms)
1137:		327	(0.119248 ms)
1138:		494	(0.180148 ms)
1139:		390	(0.142222 ms)
1140:		534	(0.194735 ms)
1141:		533	(0.194371 ms)
1142:		526	(0.191818 ms)
1143:		380	(0.138576 ms)
1144:		464	(0.169208 ms)
1145:		389	(0.141858 ms)
1146:		426	(0.155351 ms)
1147:		364	(0.132741 ms)
1148:		348	(0.126906 ms)
1149:		358	(0.130553 ms)
1150:		349	(0.127271 ms)
1151:		402	(0.146598 ms)
1152:		513	(0.187077 ms)
1153:		400	(0.145869 ms)
1154:		360	(0.131282 ms)
1155:		486	(0.177231 ms)
1156:		682	(0.248707 ms)
1157:		379	(0.138211 ms)
1158:		325	(0.118519 ms)
1159:		312	(0.113778 ms)
1160:		314	(0.114507 ms)
1161:		426	(0.155351 ms)
1162:		321	(0.11706 ms)
1163:		322	(0.117425 ms)
1164:		318	(0.115966 ms)
1165:		327	(0.119248 ms)
1166:		317	(0.115601 ms)
1167:		318	(0.115966 ms)
1168:		320	(0.116695 ms)
1169:		322	(0.117425 ms)
1170:		306	(0.11159 ms)
1171:		319	(0.116331 ms)
1172:		318	(0.115966 ms)
1173:		420	(0.153163 ms)
1174:		362	(0.132012 ms)
1175:		317	(0.115601 ms)
1176:		307	(0.111955 ms)
1177:		315	(0.114872 ms)
1178:		318	(0.115966 ms)
1179:		317	(0.115601 ms)
1180:		304	(0.110861 ms)
1181:		305	(0.111225 ms)
1182:		429	(0.156445 ms)
1183:		357	(0.130188 ms)
1184:		313	(0.114143 ms)
1185:		316	(0.115237 ms)
1186:		306	(0.11159 ms)
1187:		319	(0.116331 ms)
1188:		310	(0.113049 ms)
1189:		306	(0.11159 ms)
1190:		428	(0.15608 ms)
1191:		306	(0.11159 ms)
1192:		316	(0.115237 ms)
1193:		303	(0.110496 ms)
1194:		312	(0.113778 ms)
1195:		313	(0.114143 ms)
1196:		303	(0.110496 ms)
1197:		315	(0.114872 ms)
1198:		377	(0.137482 ms)
1199:		379	(0.138211 ms)
1200:		349	(0.127271 ms)
1201:		346	(0.126177 ms)
1202:		385	(0.140399 ms)
1203:		330	(0.120342 ms)
1204:		414	(0.150975 ms)
1205:		313	(0.114143 ms)
1206:		309	(0.112684 ms)
1207:		303	(0.110496 ms)
1208:		497	(0.181242 ms)
1209:		529	(0.192912 ms)
1210:		367	(0.133835 ms)
1211:		351	(0.128 ms)
1212:		344	(0.125447 ms)
1213:		443	(0.16155 ms)
1214:		374	(0.136388 ms)
1215:		322	(0.117425 ms)
1216:		327	(0.119248 ms)
1217:		477	(0.173949 ms)
1218:		324	(0.118154 ms)
1219:		315	(0.114872 ms)
1220:		325	(0.118519 ms)
1221:		424	(0.154621 ms)
1222:		319	(0.116331 ms)
1223:		318	(0.115966 ms)
1224:		322	(0.117425 ms)
1225:		417	(0.152069 ms)
1226:		308	(0.112319 ms)
1227:		320	(0.116695 ms)
1228:		322	(0.117425 ms)
1229:		471	(0.171761 ms)
1230:		311	(0.113413 ms)
1231:		319	(0.116331 ms)
1232:		375	(0.136752 ms)
1233:		419	(0.152798 ms)
1234:		319	(0.116331 ms)
1235:		319	(0.116331 ms)
1236:		426	(0.155351 ms)
1237:		317	(0.115601 ms)
1238:		305	(0.111225 ms)
1239:		419	(0.152798 ms)
1240:		343	(0.125083 ms)
1241:		344	(0.125447 ms)
1242:		380	(0.138576 ms)
1243:		309	(0.112684 ms)
1244:		427	(0.155715 ms)
1245:		352	(0.128365 ms)
1246:		306	(0.11159 ms)
1247:		317	(0.115601 ms)
1248:		420	(0.153163 ms)
1249:		316	(0.115237 ms)
1250:		318	(0.115966 ms)
1251:		316	(0.115237 ms)
1252:		420	(0.153163 ms)
1253:		304	(0.110861 ms)
1254:		317	(0.115601 ms)
1255:		318	(0.115966 ms)
1256:		511	(0.186348 ms)
1257:		313	(0.114143 ms)
1258:		314	(0.114507 ms)
1259:		316	(0.115237 ms)
1260:		426	(0.155351 ms)
1261:		314	(0.114507 ms)
1262:		313	(0.114143 ms)
1263:		316	(0.115237 ms)
1264:		428	(0.15608 ms)
1265:		365	(0.133106 ms)
1266:		317	(0.115601 ms)
1267:		316	(0.115237 ms)
1268:		438	(0.159727 ms)
1269:		351	(0.128 ms)
1270:		306	(0.11159 ms)
1271:		373	(0.136023 ms)
1272:		365	(0.133106 ms)
1273:		310	(0.113049 ms)
1274:		306	(0.11159 ms)
1275:		316	(0.115237 ms)
1276:		412	(0.150245 ms)
1277:		304	(0.110861 ms)
1278:		316	(0.115237 ms)
1279:		319	(0.116331 ms)
1280:		425	(0.154986 ms)
1281:		315	(0.114872 ms)
1282:		316	(0.115237 ms)
1283:		312	(0.113778 ms)
1284:		425	(0.154986 ms)
1285:		422	(0.153892 ms)
1286:		430	(0.156809 ms)
1287:		479	(0.174678 ms)
1288:		349	(0.127271 ms)
1289:		337	(0.122895 ms)
1290:		343	(0.125083 ms)
1291:		332	(0.121071 ms)
1292:		333	(0.121436 ms)
1293:		327	(0.119248 ms)
1294:		314	(0.114507 ms)
1295:		321	(0.11706 ms)
1296:		312	(0.113778 ms)
1297:		312	(0.113778 ms)
1298:		317	(0.115601 ms)
1299:		323	(0.117789 ms)
1300:		315	(0.114872 ms)
1301:		309	(0.112684 ms)
1302:		313	(0.114143 ms)
1303:		310	(0.113049 ms)
1304:		320	(0.116695 ms)
1305:		314	(0.114507 ms)
1306:		313	(0.114143 ms)
1307:		315	(0.114872 ms)
1308:		325	(0.118519 ms)
1309:		316	(0.115237 ms)
1310:		318	(0.115966 ms)
1311:		319	(0.116331 ms)
1312:		430	(0.156809 ms)
1313:		322	(0.117425 ms)
1314:		315	(0.114872 ms)
1315:		305	(0.111225 ms)
1316:		321	(0.11706 ms)
1317:		315	(0.114872 ms)
1318:		319	(0.116331 ms)
1319:		321	(0.11706 ms)
1320:		381	(0.13894 ms)
1321:		584	(0.212969 ms)
1322:		378	(0.137846 ms)
1323:		327	(0.119248 ms)
1324:		311	(0.113413 ms)
1325:		322	(0.117425 ms)
1326:		315	(0.114872 ms)
1327:		317	(0.115601 ms)
1328:		430	(0.156809 ms)
1329:		306	(0.11159 ms)
1330:		318	(0.115966 ms)
1331:		314	(0.114507 ms)
1332:		318	(0.115966 ms)
1333:		312	(0.113778 ms)
1334:		317	(0.115601 ms)
1335:		319	(0.116331 ms)
1336:		309	(0.112684 ms)
1337:		316	(0.115237 ms)
1338:		319	(0.116331 ms)
1339:		312	(0.113778 ms)
1340:		309	(0.112684 ms)
1341:		310	(0.113049 ms)
1342:		310	(0.113049 ms)
1343:		315	(0.114872 ms)
1344:		320	(0.116695 ms)
1345:		320	(0.116695 ms)
1346:		316	(0.115237 ms)
1347:		313	(0.114143 ms)
1348:		304	(0.110861 ms)
1349:		320	(0.116695 ms)
1350:		315	(0.114872 ms)
1351:		317	(0.115601 ms)
1352:		309	(0.112684 ms)
1353:		319	(0.116331 ms)
1354:		318	(0.115966 ms)
1355:		319	(0.116331 ms)
1356:		305	(0.111225 ms)
1357:		320	(0.116695 ms)
1358:		318	(0.115966 ms)
1359:		304	(0.110861 ms)
1360:		309	(0.112684 ms)
1361:		308	(0.112319 ms)
1362:		318	(0.115966 ms)
1363:		318	(0.115966 ms)
1364:		305	(0.111225 ms)
1365:		312	(0.113778 ms)
1366:		314	(0.114507 ms)
1367:		314	(0.114507 ms)
1368:		312	(0.113778 ms)
1369:		554	(0.202029 ms)
1370:		495	(0.180513 ms)
1371:		349	(0.127271 ms)
1372:		342	(0.124718 ms)
1373:		326	(0.118883 ms)
1374:		490	(0.17869 ms)
1375:		392	(0.142952 ms)
1376:		317	(0.115601 ms)
1377:		315	(0.114872 ms)
1378:		434	(0.158268 ms)
1379:		327	(0.119248 ms)
1380:		324	(0.118154 ms)
1381:		311	(0.113413 ms)
1382:		426	(0.155351 ms)
1383:		322	(0.117425 ms)
1384:		321	(0.11706 ms)
1385:		310	(0.113049 ms)
1386:		426	(0.155351 ms)
1387:		322	(0.117425 ms)
1388:		307	(0.111955 ms)
1389:		312	(0.113778 ms)
1390:		466	(0.169938 ms)
1391:		322	(0.117425 ms)
1392:		323	(0.117789 ms)
1393:		377	(0.137482 ms)
1394:		360	(0.131282 ms)
1395:		311	(0.113413 ms)
1396:		307	(0.111955 ms)
1397:		373	(0.136023 ms)
1398:		366	(0.13347 ms)
1399:		312	(0.113778 ms)
1400:		311	(0.113413 ms)
1401:		321	(0.11706 ms)
1402:		473	(0.17249 ms)
1403:		319	(0.116331 ms)
1404:		315	(0.114872 ms)
1405:		425	(0.154986 ms)
1406:		319	(0.116331 ms)
1407:		306	(0.11159 ms)
1408:		314	(0.114507 ms)
1409:		374	(0.136388 ms)
1410:		352	(0.128365 ms)
1411:		306	(0.11159 ms)
1412:		321	(0.11706 ms)
1413:		375	(0.136752 ms)
1414:		370	(0.134929 ms)
1415:		312	(0.113778 ms)
1416:		318	(0.115966 ms)
1417:		375	(0.136752 ms)
1418:		411	(0.149881 ms)
1419:		308	(0.112319 ms)
1420:		306	(0.11159 ms)
1421:		421	(0.153527 ms)
1422:		317	(0.115601 ms)
1423:		316	(0.115237 ms)
1424:		320	(0.116695 ms)
1425:		368	(0.1342 ms)
1426:		364	(0.132741 ms)
1427:		306	(0.11159 ms)
1428:		305	(0.111225 ms)
1429:		382	(0.139305 ms)
1430:		354	(0.129094 ms)
1431:		305	(0.111225 ms)
1432:		303	(0.110496 ms)
1433:		313	(0.114143 ms)
1434:		469	(0.171032 ms)
1435:		314	(0.114507 ms)
1436:		317	(0.115601 ms)
1437:		374	(0.136388 ms)
1438:		357	(0.130188 ms)
1439:		306	(0.11159 ms)
1440:		319	(0.116331 ms)
1441:		313	(0.114143 ms)
1442:		423	(0.154257 ms)
1443:		316	(0.115237 ms)
1444:		305	(0.111225 ms)
1445:		315	(0.114872 ms)
1446:		425	(0.154986 ms)
1447:		468	(0.170667 ms)
1448:		400	(0.145869 ms)
1449:		470	(0.171396 ms)
1450:		346	(0.126177 ms)
1451:		337	(0.122895 ms)
1452:		337	(0.122895 ms)
1453:		330	(0.120342 ms)
1454:		323	(0.117789 ms)
1455:		323	(0.117789 ms)
1456:		323	(0.117789 ms)
1457:		420	(0.153163 ms)
1458:		323	(0.117789 ms)
1459:		320	(0.116695 ms)
1460:		308	(0.112319 ms)
1461:		322	(0.117425 ms)
1462:		323	(0.117789 ms)
1463:		320	(0.116695 ms)
1464:		314	(0.114507 ms)
1465:		434	(0.158268 ms)
1466:		373	(0.136023 ms)
1467:		309	(0.112684 ms)
1468:		322	(0.117425 ms)
1469:		309	(0.112684 ms)
1470:		307	(0.111955 ms)
1471:		319	(0.116331 ms)
1472:		314	(0.114507 ms)
1473:		429	(0.156445 ms)
1474:		317	(0.115601 ms)
1475:		320	(0.116695 ms)
1476:		318	(0.115966 ms)
1477:		308	(0.112319 ms)
1478:		306	(0.11159 ms)
1479:		318	(0.115966 ms)
1480:		318	(0.115966 ms)
1481:		306	(0.11159 ms)
1482:		317	(0.115601 ms)
1483:		311	(0.113413 ms)
1484:		317	(0.115601 ms)
1485:		311	(0.113413 ms)
1486:		323	(0.117789 ms)
1487:		316	(0.115237 ms)
1488:		309	(0.112684 ms)
1489:		318	(0.115966 ms)
1490:		309	(0.112684 ms)
1491:		319	(0.116331 ms)
1492:		315	(0.114872 ms)
1493:		316	(0.115237 ms)
1494:		314	(0.114507 ms)
1495:		424	(0.154621 ms)
1496:		320	(0.116695 ms)
1497:		317	(0.115601 ms)
1498:		314	(0.114507 ms)
1499:		311	(0.113413 ms)
1500:		308	(0.112319 ms)
1501:		318	(0.115966 ms)
1502:		318	(0.115966 ms)
1503:		418	(0.152433 ms)
1504:		362	(0.132012 ms)
1505:		305	(0.111225 ms)
1506:		314	(0.114507 ms)
1507:		425	(0.154986 ms)
1508:		446	(0.162644 ms)
1509:		317	(0.115601 ms)
1510:		310	(0.113049 ms)
1511:		307	(0.111955 ms)
1512:		308	(0.112319 ms)
1513:		310	(0.113049 ms)
1514:		319	(0.116331 ms)
1515:		319	(0.116331 ms)
1516:		304	(0.110861 ms)
1517:		316	(0.115237 ms)
1518:		306	(0.11159 ms)
1519:		317	(0.115601 ms)
1520:		312	(0.113778 ms)
1521:		314	(0.114507 ms)
1522:		305	(0.111225 ms)
1523:		310	(0.113049 ms)
1524:		316	(0.115237 ms)
1525:		307	(0.111955 ms)
1526:		310	(0.113049 ms)
1527:		316	(0.115237 ms)
1528:		309	(0.112684 ms)
1529:		412	(0.150245 ms)
1530:		501	(0.182701 ms)
1531:		355	(0.129459 ms)
1532:		454	(0.165561 ms)
1533:		337	(0.122895 ms)
1534:		333	(0.121436 ms)
1535:		425	(0.154986 ms)
1536:		322	(0.117425 ms)
1537:		329	(0.119977 ms)
1538:		319	(0.116331 ms)
1539:		431	(0.157174 ms)
1540:		325	(0.118519 ms)
1541:		327	(0.119248 ms)
1542:		322	(0.117425 ms)
1543:		427	(0.155715 ms)
1544:		324	(0.118154 ms)
1545:		308	(0.112319 ms)
1546:		315	(0.114872 ms)
1547:		466	(0.169938 ms)
1548:		313	(0.114143 ms)
1549:		318	(0.115966 ms)
1550:		311	(0.113413 ms)
1551:		413	(0.15061 ms)
1552:		321	(0.11706 ms)
1553:		309	(0.112684 ms)
1554:		306	(0.11159 ms)
1555:		397	(0.144775 ms)
1556:		641	(0.233755 ms)
1557:		491	(0.179054 ms)
1558:		523	(0.190724 ms)
1559:		545	(0.198747 ms)
1560:		660	(0.240684 ms)
1561:		745	(0.271681 ms)
1562:		672	(0.24506 ms)
1563:		511	(0.186348 ms)
1564:		519	(0.189265 ms)
1565:		711	(0.259282 ms)
1566:		726	(0.264752 ms)
1567:		679	(0.247613 ms)
1568:		395	(0.144046 ms)
1569:		531	(0.193641 ms)
1570:		390	(0.142222 ms)
1571:		426	(0.155351 ms)
1572:		440	(0.160456 ms)
1573:		370	(0.134929 ms)
1574:		432	(0.157539 ms)
1575:		735	(0.268035 ms)
1576:		438	(0.159727 ms)
1577:		319	(0.116331 ms)
1578:		333	(0.121436 ms)
1579:		321	(0.11706 ms)
1580:		470	(0.171396 ms)
1581:		390	(0.142222 ms)
1582:		562	(0.204946 ms)
1583:		504	(0.183795 ms)
1584:		450	(0.164103 ms)
1585:		451	(0.164467 ms)
1586:		447	(0.163009 ms)
1587:		448	(0.163373 ms)
1588:		558	(0.203487 ms)
1589:		574	(0.209322 ms)
1590:		344	(0.125447 ms)
1591:		402	(0.146598 ms)
1592:		461	(0.168114 ms)
1593:		407	(0.148422 ms)
1594:		398	(0.14514 ms)
1595:		345	(0.125812 ms)
1596:		325	(0.118519 ms)
1597:		326	(0.118883 ms)
1598:		474	(0.172855 ms)
1599:		325	(0.118519 ms)
1600:		324	(0.118154 ms)
1601:		428	(0.15608 ms)
1602:		309	(0.112684 ms)
1603:		315	(0.114872 ms)
1604:		317	(0.115601 ms)
1605:		374	(0.136388 ms)
1606:		368	(0.1342 ms)
1607:		310	(0.113049 ms)
1608:		313	(0.114143 ms)
1609:		421	(0.153527 ms)
1610:		404	(0.147328 ms)
1611:		306	(0.11159 ms)
1612:		317	(0.115601 ms)
1613:		411	(0.149881 ms)
1614:		310	(0.113049 ms)
1615:		314	(0.114507 ms)
1616:		315	(0.114872 ms)
1617:		413	(0.15061 ms)
1618:		316	(0.115237 ms)
1619:		308	(0.112319 ms)
1620:		305	(0.111225 ms)
1621:		362	(0.132012 ms)
1622:		362	(0.132012 ms)
1623:		319	(0.116331 ms)
1624:		420	(0.153163 ms)
1625:		329	(0.119977 ms)
1626:		344	(0.125447 ms)
1627:		364	(0.132741 ms)
1628:		316	(0.115237 ms)
1629:		414	(0.150975 ms)
1630:		311	(0.113413 ms)
1631:		316	(0.115237 ms)
1632:		315	(0.114872 ms)
1633:		464	(0.169208 ms)
1634:		311	(0.113413 ms)
1635:		305	(0.111225 ms)
1636:		316	(0.115237 ms)
1637:		410	(0.149516 ms)
1638:		309	(0.112684 ms)
1639:		314	(0.114507 ms)
1640:		304	(0.110861 ms)
1641:		412	(0.150245 ms)
1642:		364	(0.132741 ms)
1643:		313	(0.114143 ms)
1644:		313	(0.114143 ms)
1645:		421	(0.153527 ms)
1646:		307	(0.111955 ms)
1647:		312	(0.113778 ms)
1648:		303	(0.110496 ms)
1649:		426	(0.155351 ms)
1650:		317	(0.115601 ms)
1651:		313	(0.114143 ms)
1652:		311	(0.113413 ms)
1653:		413	(0.15061 ms)
1654:		317	(0.115601 ms)
1655:		318	(0.115966 ms)
1656:		318	(0.115966 ms)
1657:		377	(0.137482 ms)
1658:		412	(0.150245 ms)
1659:		319	(0.116331 ms)
1660:		309	(0.112684 ms)
1661:		409	(0.149151 ms)
1662:		303	(0.110496 ms)
1663:		317	(0.115601 ms)
1664:		316	(0.115237 ms)
1665:		417	(0.152069 ms)
1666:		317	(0.115601 ms)
1667:		317	(0.115601 ms)
1668:		306	(0.11159 ms)
1669:		421	(0.153527 ms)
1670:		422	(0.153892 ms)
1671:		519	(0.189265 ms)
1672:		352	(0.128365 ms)
1673:		343	(0.125083 ms)
1674:		339	(0.123624 ms)
1675:		321	(0.11706 ms)
1676:		335	(0.122165 ms)
1677:		333	(0.121436 ms)
1678:		329	(0.119977 ms)
1679:		319	(0.116331 ms)
1680:		319	(0.116331 ms)
1681:		319	(0.116331 ms)
1682:		323	(0.117789 ms)
1683:		310	(0.113049 ms)
1684:		316	(0.115237 ms)
1685:		327	(0.119248 ms)
1686:		313	(0.114143 ms)
1687:		322	(0.117425 ms)
1688:		322	(0.117425 ms)
1689:		312	(0.113778 ms)
1690:		308	(0.112319 ms)
1691:		319	(0.116331 ms)
1692:		322	(0.117425 ms)
1693:		306	(0.11159 ms)
1694:		425	(0.154986 ms)
1695:		318	(0.115966 ms)
1696:		318	(0.115966 ms)
1697:		320	(0.116695 ms)
1698:		315	(0.114872 ms)
1699:		320	(0.116695 ms)
1700:		316	(0.115237 ms)
1701:		315	(0.114872 ms)
1702:		323	(0.117789 ms)
1703:		321	(0.11706 ms)
1704:		311	(0.113413 ms)
1705:		319	(0.116331 ms)
1706:		320	(0.116695 ms)
1707:		306	(0.11159 ms)
1708:		314	(0.114507 ms)
1709:		311	(0.113413 ms)
1710:		305	(0.111225 ms)
1711:		321	(0.11706 ms)
1712:		317	(0.115601 ms)
1713:		316	(0.115237 ms)
1714:		311	(0.113413 ms)
1715:		319	(0.116331 ms)
1716:		305	(0.111225 ms)
1717:		313	(0.114143 ms)
1718:		307	(0.111955 ms)
1719:		320	(0.116695 ms)
1720:		312	(0.113778 ms)
1721:		313	(0.114143 ms)
1722:		319	(0.116331 ms)
1723:		310	(0.113049 ms)
1724:		307	(0.111955 ms)
1725:		317	(0.115601 ms)
1726:		310	(0.113049 ms)
1727:		318	(0.115966 ms)
1728:		320	(0.116695 ms)
1729:		305	(0.111225 ms)
1730:		318	(0.115966 ms)
1731:		308	(0.112319 ms)
1732:		319	(0.116331 ms)
1733:		413	(0.15061 ms)
1734:		315	(0.114872 ms)
1735:		305	(0.111225 ms)
1736:		314	(0.114507 ms)
1737:		321	(0.11706 ms)
1738:		315	(0.114872 ms)
1739:		316	(0.115237 ms)
1740:		306	(0.11159 ms)
1741:		321	(0.11706 ms)
1742:		314	(0.114507 ms)
1743:		314	(0.114507 ms)
1744:		314	(0.114507 ms)
1745:		316	(0.115237 ms)
1746:		318	(0.115966 ms)
1747:		314	(0.114507 ms)
1748:		318	(0.115966 ms)
1749:		315	(0.114872 ms)
1750:		309	(0.112684 ms)
1751:		315	(0.114872 ms)
1752:		303	(0.110496 ms)
1753:		307	(0.111955 ms)
1754:		493	(0.179784 ms)
1755:		487	(0.177596 ms)
1756:		412	(0.150245 ms)
1757:		456	(0.166291 ms)
1758:		332	(0.121071 ms)
1759:		338	(0.123259 ms)
1760:		377	(0.137482 ms)
1761:		455	(0.165926 ms)
1762:		364	(0.132741 ms)
1763:		330	(0.120342 ms)
1764:		428	(0.15608 ms)
1765:		381	(0.13894 ms)
1766:		326	(0.118883 ms)
1767:		318	(0.115966 ms)
1768:		415	(0.151339 ms)
1769:		309	(0.112684 ms)
1770:		313	(0.114143 ms)
1771:		315	(0.114872 ms)
1772:		382	(0.139305 ms)
1773:		425	(0.154986 ms)
1774:		313	(0.114143 ms)
1775:		320	(0.116695 ms)
1776:		429	(0.156445 ms)
1777:		316	(0.115237 ms)
1778:		310	(0.113049 ms)
1779:		320	(0.116695 ms)
1780:		427	(0.155715 ms)
1781:		305	(0.111225 ms)
1782:		320	(0.116695 ms)
1783:		316	(0.115237 ms)
1784:		424	(0.154621 ms)
1785:		318	(0.115966 ms)
1786:		317	(0.115601 ms)
1787:		314	(0.114507 ms)
1788:		419	(0.152798 ms)
1789:		319	(0.116331 ms)
1790:		314	(0.114507 ms)
1791:		308	(0.112319 ms)
1792:		428	(0.15608 ms)
1793:		367	(0.133835 ms)
1794:		317	(0.115601 ms)
1795:		314	(0.114507 ms)
1796:		424	(0.154621 ms)
1797:		315	(0.114872 ms)
1798:		312	(0.113778 ms)
1799:		307	(0.111955 ms)
1800:		425	(0.154986 ms)
1801:		307	(0.111955 ms)
1802:		309	(0.112684 ms)
