
Minimum time:  301	(0.109767 ms)

Test #		Time
8302:		352	(0.128365 ms)
8303:		308	(0.112319 ms)
8304:		316	(0.115237 ms)
8305:		305	(0.111225 ms)
8306:		317	(0.115601 ms)
8307:		303	(0.110496 ms)
8308:		310	(0.113049 ms)
8309:		307	(0.111955 ms)
8310:		306	(0.11159 ms)
8311:		316	(0.115237 ms)
8312:		317	(0.115601 ms)
8313:		316	(0.115237 ms)
8314:		307	(0.111955 ms)
8315:		307	(0.111955 ms)
8316:		304	(0.110861 ms)
8317:		312	(0.113778 ms)
8318:		305	(0.111225 ms)
8319:		315	(0.114872 ms)
8320:		315	(0.114872 ms)
8321:		316	(0.115237 ms)
8322:		486	(0.177231 ms)
8323:		464	(0.169208 ms)
8324:		407	(0.148422 ms)
8325:		342	(0.124718 ms)
8326:		431	(0.157174 ms)
8327:		438	(0.159727 ms)
8328:		331	(0.120707 ms)
8329:		329	(0.119977 ms)
8330:		419	(0.152798 ms)
8331:		325	(0.118519 ms)
8332:		322	(0.117425 ms)
8333:		317	(0.115601 ms)
8334:		416	(0.151704 ms)
8335:		308	(0.112319 ms)
8336:		317	(0.115601 ms)
8337:		308	(0.112319 ms)
8338:		461	(0.168114 ms)
8339:		309	(0.112684 ms)
8340:		321	(0.11706 ms)
8341:		320	(0.116695 ms)
8342:		414	(0.150975 ms)
8343:		318	(0.115966 ms)
8344:		313	(0.114143 ms)
8345:		308	(0.112319 ms)
8346:		423	(0.154257 ms)
8347:		306	(0.11159 ms)
8348:		319	(0.116331 ms)
8349:		310	(0.113049 ms)
8350:		421	(0.153527 ms)
8351:		319	(0.116331 ms)
8352:		310	(0.113049 ms)
8353:		311	(0.113413 ms)
8354:		383	(0.13967 ms)
8355:		363	(0.132376 ms)
8356:		305	(0.111225 ms)
8357:		313	(0.114143 ms)
8358:		424	(0.154621 ms)
8359:		314	(0.114507 ms)
8360:		309	(0.112684 ms)
8361:		314	(0.114507 ms)
8362:		419	(0.152798 ms)
8363:		318	(0.115966 ms)
8364:		426	(0.155351 ms)
8365:		424	(0.154621 ms)
8366:		364	(0.132741 ms)
8367:		315	(0.114872 ms)
8368:		318	(0.115966 ms)
8369:		320	(0.116695 ms)
8370:		440	(0.160456 ms)
8371:		332	(0.121071 ms)
8372:		338	(0.123259 ms)
8373:		430	(0.156809 ms)
8374:		313	(0.114143 ms)
8375:		309	(0.112684 ms)
8376:		316	(0.115237 ms)
8377:		376	(0.137117 ms)
8378:		373	(0.136023 ms)
8379:		313	(0.114143 ms)
8380:		310	(0.113049 ms)
8381:		362	(0.132012 ms)
8382:		367	(0.133835 ms)
8383:		316	(0.115237 ms)
8384:		310	(0.113049 ms)
8385:		364	(0.132741 ms)
8386:		375	(0.136752 ms)
8387:		316	(0.115237 ms)
8388:		318	(0.115966 ms)
8389:		306	(0.11159 ms)
8390:		461	(0.168114 ms)
8391:		305	(0.111225 ms)
8392:		319	(0.116331 ms)
8393:		368	(0.1342 ms)
8394:		352	(0.128365 ms)
8395:		312	(0.113778 ms)
8396:		315	(0.114872 ms)
8397:		313	(0.114143 ms)
8398:		410	(0.149516 ms)
8399:		309	(0.112684 ms)
8400:		417	(0.152069 ms)
8401:		445	(0.162279 ms)
8402:		359	(0.130918 ms)
8403:		334	(0.121801 ms)
8404:		340	(0.123989 ms)
8405:		375	(0.136752 ms)
8406:		322	(0.117425 ms)
8407:		329	(0.119977 ms)
8408:		316	(0.115237 ms)
8409:		431	(0.157174 ms)
8410:		324	(0.118154 ms)
8411:		323	(0.117789 ms)
8412:		322	(0.117425 ms)
8413:		542	(0.197653 ms)
8414:		325	(0.118519 ms)
8415:		313	(0.114143 ms)
8416:		370	(0.134929 ms)
8417:		371	(0.135294 ms)
8418:		317	(0.115601 ms)
8419:		323	(0.117789 ms)
8420:		324	(0.118154 ms)
8421:		311	(0.113413 ms)
8422:		308	(0.112319 ms)
8423:		320	(0.116695 ms)
8424:		321	(0.11706 ms)
8425:		311	(0.113413 ms)
8426:		316	(0.115237 ms)
8427:		501	(0.182701 ms)
8428:		369	(0.134564 ms)
8429:		320	(0.116695 ms)
8430:		317	(0.115601 ms)
8431:		305	(0.111225 ms)
8432:		321	(0.11706 ms)
8433:		321	(0.11706 ms)
8434:		317	(0.115601 ms)
8435:		305	(0.111225 ms)
8436:		315	(0.114872 ms)
8437:		318	(0.115966 ms)
8438:		318	(0.115966 ms)
8439:		307	(0.111955 ms)
8440:		319	(0.116331 ms)
8441:		313	(0.114143 ms)
8442:		311	(0.113413 ms)
8443:		318	(0.115966 ms)
8444:		316	(0.115237 ms)
8445:		319	(0.116331 ms)
8446:		472	(0.172126 ms)
8447:		317	(0.115601 ms)
8448:		313	(0.114143 ms)
8449:		305	(0.111225 ms)
8450:		424	(0.154621 ms)
8451:		304	(0.110861 ms)
8452:		303	(0.110496 ms)
8453:		306	(0.11159 ms)
8454:		316	(0.115237 ms)
8455:		314	(0.114507 ms)
8456:		318	(0.115966 ms)
8457:		317	(0.115601 ms)
8458:		425	(0.154986 ms)
8459:		365	(0.133106 ms)
8460:		311	(0.113413 ms)
8461:		319	(0.116331 ms)
8462:		320	(0.116695 ms)
8463:		316	(0.115237 ms)
8464:		318	(0.115966 ms)
8465:		316	(0.115237 ms)
8466:		318	(0.115966 ms)
8467:		317	(0.115601 ms)
8468:		303	(0.110496 ms)
8469:		316	(0.115237 ms)
8470:		308	(0.112319 ms)
8471:		310	(0.113049 ms)
8472:		308	(0.112319 ms)
8473:		306	(0.11159 ms)
8474:		309	(0.112684 ms)
8475:		306	(0.11159 ms)
8476:		308	(0.112319 ms)
8477:		320	(0.116695 ms)
8478:		314	(0.114507 ms)
8479:		319	(0.116331 ms)
8480:		310	(0.113049 ms)
8481:		318	(0.115966 ms)
8482:		476	(0.173584 ms)
8483:		455	(0.165926 ms)
8484:		443	(0.16155 ms)
8485:		341	(0.124353 ms)
8486:		334	(0.121801 ms)
8487:		469	(0.171032 ms)
8488:		332	(0.121071 ms)
8489:		327	(0.119248 ms)
8490:		324	(0.118154 ms)
8491:		425	(0.154986 ms)
8492:		429	(0.156445 ms)
8493:		403	(0.146963 ms)
8494:		370	(0.134929 ms)
8495:		318	(0.115966 ms)
8496:		307	(0.111955 ms)
8497:		315	(0.114872 ms)
8498:		393	(0.143316 ms)
8499:		420	(0.153163 ms)
8500:		319	(0.116331 ms)
8501:		318	(0.115966 ms)
8502:		421	(0.153527 ms)
8503:		319	(0.116331 ms)
8504:		316	(0.115237 ms)
8505:		314	(0.114507 ms)
8506:		424	(0.154621 ms)
8507:		314	(0.114507 ms)
8508:		314	(0.114507 ms)
8509:		308	(0.112319 ms)
8510:		440	(0.160456 ms)
8511:		2202	(0.80301 ms)
8512:		1474	(0.537528 ms)
8513:		1225	(0.446724 ms)
8514:		4575	(1.66838 ms)
8515:		746	(0.272046 ms)
8516:		380	(0.138576 ms)
8517:		361	(0.131647 ms)
8518:		381	(0.13894 ms)
8519:		419	(0.152798 ms)
8520:		416	(0.151704 ms)
8521:		424	(0.154621 ms)
8522:		372	(0.135658 ms)
8523:		354	(0.129094 ms)
8524:		385	(0.140399 ms)
8525:		366	(0.13347 ms)
8526:		352	(0.128365 ms)
8527:		366	(0.13347 ms)
8528:		404	(0.147328 ms)
8529:		540	(0.196923 ms)
8530:		758	(0.276422 ms)
8531:		562	(0.204946 ms)
8532:		899	(0.327841 ms)
8533:		553	(0.201664 ms)
8534:		391	(0.142587 ms)
8535:		489	(0.178325 ms)
8536:		339	(0.123624 ms)
8537:		324	(0.118154 ms)
8538:		436	(0.158997 ms)
8539:		326	(0.118883 ms)
8540:		322	(0.117425 ms)
8541:		313	(0.114143 ms)
8542:		421	(0.153527 ms)
8543:		324	(0.118154 ms)
8544:		316	(0.115237 ms)
8545:		309	(0.112684 ms)
8546:		425	(0.154986 ms)
8547:		319	(0.116331 ms)
8548:		322	(0.117425 ms)
8549:		308	(0.112319 ms)
8550:		429	(0.156445 ms)
8551:		363	(0.132376 ms)
8552:		320	(0.116695 ms)
8553:		307	(0.111955 ms)
8554:		456	(0.166291 ms)
8555:		310	(0.113049 ms)
8556:		307	(0.111955 ms)
8557:		320	(0.116695 ms)
8558:		423	(0.154257 ms)
8559:		307	(0.111955 ms)
8560:		319	(0.116331 ms)
8561:		318	(0.115966 ms)
8562:		427	(0.155715 ms)
8563:		319	(0.116331 ms)
8564:		317	(0.115601 ms)
8565:		320	(0.116695 ms)
8566:		440	(0.160456 ms)
8567:		346	(0.126177 ms)
8568:		371	(0.135294 ms)
8569:		314	(0.114507 ms)
8570:		420	(0.153163 ms)
8571:		314	(0.114507 ms)
8572:		314	(0.114507 ms)
8573:		318	(0.115966 ms)
8574:		421	(0.153527 ms)
8575:		305	(0.111225 ms)
8576:		317	(0.115601 ms)
8577:		305	(0.111225 ms)
8578:		412	(0.150245 ms)
8579:		306	(0.11159 ms)
8580:		305	(0.111225 ms)
8581:		321	(0.11706 ms)
8582:		415	(0.151339 ms)
8583:		314	(0.114507 ms)
8584:		307	(0.111955 ms)
8585:		320	(0.116695 ms)
8586:		416	(0.151704 ms)
8587:		375	(0.136752 ms)
8588:		399	(0.145504 ms)
8589:		445	(0.162279 ms)
8590:		404	(0.147328 ms)
8591:		319	(0.116331 ms)
8592:		318	(0.115966 ms)
8593:		428	(0.15608 ms)
8594:		310	(0.113049 ms)
8595:		318	(0.115966 ms)
8596:		317	(0.115601 ms)
8597:		421	(0.153527 ms)
8598:		315	(0.114872 ms)
8599:		315	(0.114872 ms)
8600:		310	(0.113049 ms)
8601:		510	(0.185983 ms)
8602:		315	(0.114872 ms)
8603:		318	(0.115966 ms)
8604:		317	(0.115601 ms)
8605:		425	(0.154986 ms)
8606:		316	(0.115237 ms)
8607:		430	(0.156809 ms)
8608:		470	(0.171396 ms)
8609:		418	(0.152433 ms)
8610:		343	(0.125083 ms)
8611:		337	(0.122895 ms)
8612:		388	(0.141493 ms)
8613:		333	(0.121436 ms)
8614:		318	(0.115966 ms)
8615:		315	(0.114872 ms)
8616:		328	(0.119613 ms)
8617:		315	(0.114872 ms)
8618:		324	(0.118154 ms)
8619:		311	(0.113413 ms)
8620:		325	(0.118519 ms)
8621:		317	(0.115601 ms)
8622:		312	(0.113778 ms)
8623:		308	(0.112319 ms)
8624:		309	(0.112684 ms)
8625:		334	(0.121801 ms)
8626:		321	(0.11706 ms)
8627:		307	(0.111955 ms)
8628:		319	(0.116331 ms)
8629:		318	(0.115966 ms)
8630:		314	(0.114507 ms)
8631:		317	(0.115601 ms)
8632:		316	(0.115237 ms)
8633:		318	(0.115966 ms)
8634:		313	(0.114143 ms)
8635:		307	(0.111955 ms)
8636:		321	(0.11706 ms)
8637:		317	(0.115601 ms)
8638:		317	(0.115601 ms)
8639:		317	(0.115601 ms)
8640:		305	(0.111225 ms)
8641:		312	(0.113778 ms)
8642:		322	(0.117425 ms)
8643:		319	(0.116331 ms)
8644:		307	(0.111955 ms)
8645:		317	(0.115601 ms)
8646:		310	(0.113049 ms)
8647:		317	(0.115601 ms)
8648:		304	(0.110861 ms)
8649:		480	(0.175043 ms)
8650:		343	(0.125083 ms)
8651:		408	(0.148787 ms)
8652:		346	(0.126177 ms)
8653:		369	(0.134564 ms)
8654:		322	(0.117425 ms)
8655:		313	(0.114143 ms)
8656:		304	(0.110861 ms)
8657:		306	(0.11159 ms)
8658:		306	(0.11159 ms)
8659:		319	(0.116331 ms)
8660:		314	(0.114507 ms)
8661:		316	(0.115237 ms)
8662:		307	(0.111955 ms)
8663:		308	(0.112319 ms)
8664:		319	(0.116331 ms)
8665:		310	(0.113049 ms)
8666:		308	(0.112319 ms)
8667:		315	(0.114872 ms)
8668:		316	(0.115237 ms)
8669:		304	(0.110861 ms)
8670:		313	(0.114143 ms)
8671:		303	(0.110496 ms)
8672:		319	(0.116331 ms)
8673:		318	(0.115966 ms)
8674:		313	(0.114143 ms)
8675:		317	(0.115601 ms)
8676:		430	(0.156809 ms)
8677:		317	(0.115601 ms)
8678:		307	(0.111955 ms)
8679:		316	(0.115237 ms)
8680:		319	(0.116331 ms)
8681:		320	(0.116695 ms)
8682:		305	(0.111225 ms)
8683:		310	(0.113049 ms)
8684:		314	(0.114507 ms)
8685:		316	(0.115237 ms)
8686:		313	(0.114143 ms)
8687:		314	(0.114507 ms)
8688:		319	(0.116331 ms)
8689:		306	(0.11159 ms)
8690:		367	(0.133835 ms)
8691:		502	(0.183066 ms)
8692:		484	(0.176502 ms)
8693:		350	(0.127635 ms)
8694:		342	(0.124718 ms)
8695:		335	(0.122165 ms)
8696:		432	(0.157539 ms)
8697:		381	(0.13894 ms)
8698:		327	(0.119248 ms)
8699:		328	(0.119613 ms)
8700:		422	(0.153892 ms)
8701:		315	(0.114872 ms)
8702:		314	(0.114507 ms)
8703:		320	(0.116695 ms)
8704:		429	(0.156445 ms)
8705:		320	(0.116695 ms)
8706:		318	(0.115966 ms)
8707:		319	(0.116331 ms)
8708:		426	(0.155351 ms)
8709:		322	(0.117425 ms)
8710:		313	(0.114143 ms)
8711:		318	(0.115966 ms)
8712:		476	(0.173584 ms)
8713:		310	(0.113049 ms)
8714:		310	(0.113049 ms)
8715:		315	(0.114872 ms)
8716:		481	(0.175408 ms)
8717:		398	(0.14514 ms)
8718:		359	(0.130918 ms)
8719:		415	(0.151339 ms)
8720:		312	(0.113778 ms)
8721:		307	(0.111955 ms)
8722:		315	(0.114872 ms)
8723:		423	(0.154257 ms)
8724:		321	(0.11706 ms)
8725:		320	(0.116695 ms)
8726:		320	(0.116695 ms)
8727:		465	(0.169573 ms)
8728:		318	(0.115966 ms)
8729:		305	(0.111225 ms)
8730:		306	(0.11159 ms)
8731:		411	(0.149881 ms)
8732:		306	(0.11159 ms)
8733:		309	(0.112684 ms)
8734:		306	(0.11159 ms)
8735:		440	(0.160456 ms)
8736:		323	(0.117789 ms)
8737:		306	(0.11159 ms)
8738:		309	(0.112684 ms)
8739:		421	(0.153527 ms)
8740:		320	(0.116695 ms)
8741:		321	(0.11706 ms)
8742:		316	(0.115237 ms)
8743:		421	(0.153527 ms)
8744:		310	(0.113049 ms)
8745:		319	(0.116331 ms)
8746:		305	(0.111225 ms)
8747:		511	(0.186348 ms)
8748:		317	(0.115601 ms)
8749:		313	(0.114143 ms)
8750:		312	(0.113778 ms)
8751:		412	(0.150245 ms)
8752:		317	(0.115601 ms)
8753:		320	(0.116695 ms)
8754:		320	(0.116695 ms)
8755:		419	(0.152798 ms)
8756:		318	(0.115966 ms)
8757:		305	(0.111225 ms)
8758:		317	(0.115601 ms)
8759:		418	(0.152433 ms)
8760:		309	(0.112684 ms)
8761:		316	(0.115237 ms)
8762:		316	(0.115237 ms)
8763:		410	(0.149516 ms)
8764:		319	(0.116331 ms)
8765:		311	(0.113413 ms)
8766:		316	(0.115237 ms)
8767:		452	(0.164832 ms)
8768:		426	(0.155351 ms)
8769:		411	(0.149881 ms)
8770:		438	(0.159727 ms)
8771:		335	(0.122165 ms)
8772:		337	(0.122895 ms)
8773:		335	(0.122165 ms)
8774:		433	(0.157903 ms)
8775:		330	(0.120342 ms)
8776:		315	(0.114872 ms)
8777:		328	(0.119613 ms)
8778:		317	(0.115601 ms)
8779:		538	(0.196194 ms)
8780:		412	(0.150245 ms)
8781:		568	(0.207134 ms)
8782:		381	(0.13894 ms)
8783:		310	(0.113049 ms)
8784:		309	(0.112684 ms)
8785:		311	(0.113413 ms)
8786:		306	(0.11159 ms)
8787:		321	(0.11706 ms)
8788:		317	(0.115601 ms)
8789:		322	(0.117425 ms)
8790:		318	(0.115966 ms)
8791:		316	(0.115237 ms)
8792:		318	(0.115966 ms)
8793:		317	(0.115601 ms)
8794:		311	(0.113413 ms)
8795:		321	(0.11706 ms)
8796:		316	(0.115237 ms)
8797:		313	(0.114143 ms)
8798:		309	(0.112684 ms)
8799:		317	(0.115601 ms)
8800:		307	(0.111955 ms)
8801:		315	(0.114872 ms)
8802:		318	(0.115966 ms)
8803:		320	(0.116695 ms)
8804:		317	(0.115601 ms)
8805:		312	(0.113778 ms)
8806:		316	(0.115237 ms)
8807:		317	(0.115601 ms)
8808:		317	(0.115601 ms)
8809:		307	(0.111955 ms)
8810:		312	(0.113778 ms)
8811:		436	(0.158997 ms)
8812:		316	(0.115237 ms)
8813:		304	(0.110861 ms)
8814:		304	(0.110861 ms)
8815:		318	(0.115966 ms)
8816:		304	(0.110861 ms)
8817:		306	(0.11159 ms)
8818:		316	(0.115237 ms)
8819:		321	(0.11706 ms)
8820:		313	(0.114143 ms)
8821:		310	(0.113049 ms)
8822:		304	(0.110861 ms)
8823:		314	(0.114507 ms)
8824:		426	(0.155351 ms)
8825:		339	(0.123624 ms)
8826:		372	(0.135658 ms)
8827:		303	(0.110496 ms)
8828:		306	(0.11159 ms)
8829:		306	(0.11159 ms)
8830:		309	(0.112684 ms)
8831:		308	(0.112319 ms)
8832:		416	(0.151704 ms)
8833:		305	(0.111225 ms)
8834:		318	(0.115966 ms)
8835:		304	(0.110861 ms)
8836:		318	(0.115966 ms)
8837:		314	(0.114507 ms)
8838:		311	(0.113413 ms)
8839:		317	(0.115601 ms)
8840:		311	(0.113413 ms)
8841:		424	(0.154621 ms)
8842:		304	(0.110861 ms)
8843:		318	(0.115966 ms)
8844:		323	(0.117789 ms)
8845:		581	(0.211875 ms)
8846:		365	(0.133106 ms)
8847:		317	(0.115601 ms)
8848:		313	(0.114143 ms)
8849:		481	(0.175408 ms)
8850:		473	(0.17249 ms)
8851:		430	(0.156809 ms)
8852:		381	(0.13894 ms)
8853:		334	(0.121801 ms)
8854:		335	(0.122165 ms)
8855:		486	(0.177231 ms)
8856:		322	(0.117425 ms)
8857:		331	(0.120707 ms)
8858:		320	(0.116695 ms)
8859:		422	(0.153892 ms)
8860:		326	(0.118883 ms)
8861:		319	(0.116331 ms)
8862:		325	(0.118519 ms)
8863:		427	(0.155715 ms)
8864:		319	(0.116331 ms)
8865:		322	(0.117425 ms)
8866:		318	(0.115966 ms)
8867:		412	(0.150245 ms)
8868:		312	(0.113778 ms)
8869:		319	(0.116331 ms)
8870:		320	(0.116695 ms)
8871:		412	(0.150245 ms)
8872:		307	(0.111955 ms)
8873:		311	(0.113413 ms)
8874:		320	(0.116695 ms)
8875:		414	(0.150975 ms)
8876:		317	(0.115601 ms)
8877:		306	(0.11159 ms)
8878:		317	(0.115601 ms)
8879:		431	(0.157174 ms)
8880:		321	(0.11706 ms)
8881:		318	(0.115966 ms)
8882:		320	(0.116695 ms)
8883:		522	(0.190359 ms)
8884:		304	(0.110861 ms)
8885:		312	(0.113778 ms)
8886:		319	(0.116331 ms)
8887:		422	(0.153892 ms)
8888:		311	(0.113413 ms)
8889:		304	(0.110861 ms)
8890:		318	(0.115966 ms)
8891:		423	(0.154257 ms)
8892:		313	(0.114143 ms)
8893:		318	(0.115966 ms)
8894:		319	(0.116331 ms)
8895:		411	(0.149881 ms)
8896:		307	(0.111955 ms)
8897:		311	(0.113413 ms)
8898:		310	(0.113049 ms)
8899:		456	(0.166291 ms)
8900:		319	(0.116331 ms)
8901:		314	(0.114507 ms)
8902:		315	(0.114872 ms)
8903:		412	(0.150245 ms)
8904:		315	(0.114872 ms)
8905:		316	(0.115237 ms)
8906:		308	(0.112319 ms)
8907:		539	(0.196559 ms)
8908:		382	(0.139305 ms)
8909:		316	(0.115237 ms)
8910:		426	(0.155351 ms)
8911:		311	(0.113413 ms)
8912:		314	(0.114507 ms)
8913:		316	(0.115237 ms)
8914:		413	(0.15061 ms)
8915:		455	(0.165926 ms)
8916:		303	(0.110496 ms)
8917:		307	(0.111955 ms)
8918:		459	(0.167385 ms)
8919:		309	(0.112684 ms)
8920:		315	(0.114872 ms)
8921:		318	(0.115966 ms)
8922:		442	(0.161185 ms)
8923:		485	(0.176866 ms)
8924:		531	(0.193641 ms)
8925:		391	(0.142587 ms)
8926:		584	(0.212969 ms)
8927:		668	(0.243601 ms)
8928:		677	(0.246884 ms)
8929:		642	(0.23412 ms)
8930:		589	(0.214792 ms)
8931:		651	(0.237402 ms)
8932:		682	(0.248707 ms)
8933:		775	(0.282621 ms)
8934:		635	(0.231567 ms)
8935:		439	(0.160091 ms)
8936:		461	(0.168114 ms)
8937:		524	(0.191089 ms)
8938:		608	(0.221721 ms)
8939:		393	(0.143316 ms)
8940:		325	(0.118519 ms)
8941:		312	(0.113778 ms)
8942:		416	(0.151704 ms)
8943:		321	(0.11706 ms)
8944:		320	(0.116695 ms)
8945:		307	(0.111955 ms)
8946:		416	(0.151704 ms)
8947:		314	(0.114507 ms)
8948:		323	(0.117789 ms)
8949:		321	(0.11706 ms)
8950:		423	(0.154257 ms)
8951:		319	(0.116331 ms)
8952:		318	(0.115966 ms)
8953:		316	(0.115237 ms)
8954:		426	(0.155351 ms)
8955:		312	(0.113778 ms)
8956:		314	(0.114507 ms)
8957:		309	(0.112684 ms)
8958:		479	(0.174678 ms)
8959:		416	(0.151704 ms)
8960:		393	(0.143316 ms)
8961:		321	(0.11706 ms)
8962:		433	(0.157903 ms)
8963:		318	(0.115966 ms)
8964:		320	(0.116695 ms)
8965:		319	(0.116331 ms)
8966:		416	(0.151704 ms)
8967:		311	(0.113413 ms)
8968:		318	(0.115966 ms)
8969:		316	(0.115237 ms)
8970:		436	(0.158997 ms)
8971:		364	(0.132741 ms)
8972:		319	(0.116331 ms)
8973:		361	(0.131647 ms)
8974:		353	(0.12873 ms)
8975:		315	(0.114872 ms)
8976:		312	(0.113778 ms)
8977:		310	(0.113049 ms)
8978:		422	(0.153892 ms)
8979:		312	(0.113778 ms)
8980:		318	(0.115966 ms)
8981:		307	(0.111955 ms)
8982:		422	(0.153892 ms)
8983:		319	(0.116331 ms)
8984:		313	(0.114143 ms)
8985:		311	(0.113413 ms)
8986:		422	(0.153892 ms)
8987:		318	(0.115966 ms)
8988:		317	(0.115601 ms)
8989:		319	(0.116331 ms)
8990:		412	(0.150245 ms)
8991:		316	(0.115237 ms)
8992:		318	(0.115966 ms)
8993:		305	(0.111225 ms)
8994:		472	(0.172126 ms)
8995:		457	(0.166655 ms)
8996:		394	(0.143681 ms)
8997:		347	(0.126541 ms)
8998:		344	(0.125447 ms)
8999:		377	(0.137482 ms)
9000:		315	(0.114872 ms)
9001:		475	(0.17322 ms)
9002:		312	(0.113778 ms)
9003:		312	(0.113778 ms)
9004:		310	(0.113049 ms)
9005:		412	(0.150245 ms)
9006:		315	(0.114872 ms)
9007:		313	(0.114143 ms)
9008:		310	(0.113049 ms)
9009:		420	(0.153163 ms)
9010:		310	(0.113049 ms)
9011:		316	(0.115237 ms)
9012:		310	(0.113049 ms)
9013:		419	(0.152798 ms)
9014:		311	(0.113413 ms)
9015:		303	(0.110496 ms)
9016:		309	(0.112684 ms)
9017:		466	(0.169938 ms)
9018:		314	(0.114507 ms)
9019:		317	(0.115601 ms)
9020:		316	(0.115237 ms)
9021:		431	(0.157174 ms)
9022:		384	(0.140034 ms)
9023:		309	(0.112684 ms)
9024:		304	(0.110861 ms)
9025:		422	(0.153892 ms)
9026:		357	(0.130188 ms)
9027:		303	(0.110496 ms)
9028:		313	(0.114143 ms)
9029:		416	(0.151704 ms)
9030:		316	(0.115237 ms)
9031:		306	(0.11159 ms)
9032:		317	(0.115601 ms)
9033:		408	(0.148787 ms)
9034:		362	(0.132012 ms)
9035:		391	(0.142587 ms)
9036:		340	(0.123989 ms)
9037:		382	(0.139305 ms)
9038:		313	(0.114143 ms)
9039:		309	(0.112684 ms)
9040:		367	(0.133835 ms)
9041:		364	(0.132741 ms)
9042:		314	(0.114507 ms)
9043:		317	(0.115601 ms)
9044:		360	(0.131282 ms)
9045:		412	(0.150245 ms)
9046:		308	(0.112319 ms)
9047:		313	(0.114143 ms)
9048:		370	(0.134929 ms)
9049:		352	(0.128365 ms)
9050:		305	(0.111225 ms)
9051:		318	(0.115966 ms)
9052:		366	(0.13347 ms)
9053:		363	(0.132376 ms)
9054:		309	(0.112684 ms)
9055:		313	(0.114143 ms)
9056:		318	(0.115966 ms)
9057:		436	(0.158997 ms)
9058:		316	(0.115237 ms)
9059:		317	(0.115601 ms)
9060:		304	(0.110861 ms)
9061:		407	(0.148422 ms)
9062:		312	(0.113778 ms)
9063:		311	(0.113413 ms)
9064:		311	(0.113413 ms)
9065:		421	(0.153527 ms)
9066:		301	(0.109767 ms)
9067:		302	(0.110131 ms)
9068:		301	(0.109767 ms)
9069:		413	(0.15061 ms)
9070:		312	(0.113778 ms)
9071:		301	(0.109767 ms)
9072:		312	(0.113778 ms)
9073:		515	(0.187807 ms)
9074:		418	(0.152433 ms)
9075:		399	(0.145504 ms)
9076:		395	(0.144046 ms)
9077:		345	(0.125812 ms)
9078:		334	(0.121801 ms)
9079:		319	(0.116331 ms)
9080:		381	(0.13894 ms)
9081:		323	(0.117789 ms)
9082:		325	(0.118519 ms)
9083:		312	(0.113778 ms)
9084:		526	(0.191818 ms)
9085:		389	(0.141858 ms)
9086:		310	(0.113049 ms)
9087:		317	(0.115601 ms)
9088:		321	(0.11706 ms)
9089:		309	(0.112684 ms)
9090:		310	(0.113049 ms)
9091:		309	(0.112684 ms)
9092:		316	(0.115237 ms)
9093:		307	(0.111955 ms)
9094:		309	(0.112684 ms)
9095:		320	(0.116695 ms)
9096:		323	(0.117789 ms)
9097:		318	(0.115966 ms)
9098:		311	(0.113413 ms)
9099:		313	(0.114143 ms)
9100:		314	(0.114507 ms)
9101:		315	(0.114872 ms)
9102:		309	(0.112684 ms)
9103:		319	(0.116331 ms)
9104:		314	(0.114507 ms)
9105:		328	(0.119613 ms)
9106:		309	(0.112684 ms)
9107:		320	(0.116695 ms)
9108:		316	(0.115237 ms)
9109:		311	(0.113413 ms)
9110:		317	(0.115601 ms)
9111:		319	(0.116331 ms)
9112:		315	(0.114872 ms)
9113:		317	(0.115601 ms)
9114:		435	(0.158633 ms)
9115:		332	(0.121071 ms)
9116:		374	(0.136388 ms)
9117:		373	(0.136023 ms)
9118:		371	(0.135294 ms)
9119:		315	(0.114872 ms)
9120:		314	(0.114507 ms)
9121:		307	(0.111955 ms)
9122:		319	(0.116331 ms)
9123:		317	(0.115601 ms)
9124:		304	(0.110861 ms)
9125:		318	(0.115966 ms)
9126:		420	(0.153163 ms)
9127:		378	(0.137846 ms)
9128:		310	(0.113049 ms)
9129:		312	(0.113778 ms)
9130:		310	(0.113049 ms)
9131:		318	(0.115966 ms)
9132:		304	(0.110861 ms)
9133:		312	(0.113778 ms)
9134:		319	(0.116331 ms)
9135:		315	(0.114872 ms)
9136:		319	(0.116331 ms)
9137:		308	(0.112319 ms)
9138:		308	(0.112319 ms)
9139:		317	(0.115601 ms)
9140:		307	(0.111955 ms)
9141:		319	(0.116331 ms)
9142:		318	(0.115966 ms)
9143:		318	(0.115966 ms)
9144:		317	(0.115601 ms)
9145:		303	(0.110496 ms)
9146:		305	(0.111225 ms)
9147:		308	(0.112319 ms)
9148:		305	(0.111225 ms)
9149:		303	(0.110496 ms)
9150:		317	(0.115601 ms)
9151:		421	(0.153527 ms)
9152:		432	(0.157539 ms)
9153:		361	(0.131647 ms)
9154:		317	(0.115601 ms)
9155:		430	(0.156809 ms)
9156:		423	(0.154257 ms)
9157:		442	(0.161185 ms)
9158:		398	(0.14514 ms)
9159:		389	(0.141858 ms)
9160:		335	(0.122165 ms)
9161:		335	(0.122165 ms)
9162:		423	(0.154257 ms)
9163:		331	(0.120707 ms)
9164:		327	(0.119248 ms)
9165:		320	(0.116695 ms)
9166:		434	(0.158268 ms)
9167:		356	(0.129824 ms)
9168:		325	(0.118519 ms)
9169:		502	(0.183066 ms)
9170:		376	(0.137117 ms)
9171:		310	(0.113049 ms)
9172:		322	(0.117425 ms)
9173:		324	(0.118154 ms)
9174:		480	(0.175043 ms)
